trial,persp_element,persp_timestep,cause_timestep,reader_timestep,cause,reader,strenght
1,1,1,1,2,1,3,0.5000004999990003
1,1,1,1,2,1,6,0.2
1,1,1,1,2,1,8,0.227272
1,1,1,2,3,6,3,0.2999997
1,1,1,2,3,6,5,0.16666800000000004
1,1,1,2,3,6,8,0.5
1,1,1,2,3,8,5,0.16666800000000004
1,1,1,3,4,5,3,0.2999997
1,1,1,3,4,5,5,0.21428699999999995
1,1,1,3,4,5,6,0.333333
1,1,1,3,4,8,5,0.21428699999999995
1,1,1,4,5,5,3,1.0
1,1,1,4,5,5,5,1.0
1,1,1,4,5,5,6,1.0
1,1,1,4,5,6,3,1.0
1,1,1,4,5,6,5,1.0
1,1,1,4,5,6,8,1.0
1,1,1,5,6,5,3,1.0
1,1,1,5,6,5,5,1.0
1,1,1,5,6,5,6,1.0
1,1,1,5,6,6,3,1.0
1,1,1,5,6,6,5,1.0
1,1,1,5,6,6,8,1.0
1,1,1,5,6,8,5,1.0
1,1,1,6,7,5,3,1.0
1,1,1,6,7,5,5,1.0
1,1,1,6,7,5,6,1.0
1,1,1,6,7,6,3,1.0
1,1,1,6,7,6,5,1.0
1,1,1,6,7,6,8,1.0
1,1,1,6,7,8,5,1.0
1,1,1,7,8,5,3,1.0
1,1,1,7,8,5,5,1.0
1,1,1,7,8,5,6,1.0
1,1,1,7,8,6,3,1.0
1,1,1,7,8,6,5,1.0
1,1,1,7,8,6,8,1.0
1,1,1,7,8,8,5,1.0
1,1,1,8,9,5,3,0.2999997
1,1,1,8,9,5,5,0.16666800000000004
1,1,1,8,9,5,6,0.2
1,1,1,8,9,6,3,0.2999997
1,1,1,8,9,6,5,0.16666800000000004
1,1,1,8,9,6,8,0.227272
1,1,1,8,9,8,5,0.16666800000000004
1,1,1,9,10,5,3,0.2999997
1,1,1,9,10,5,5,0.16666800000000004
1,1,1,9,10,5,6,0.333333
1,1,1,9,10,6,3,0.2999997
1,1,1,9,10,6,5,0.16666800000000004
1,1,1,9,10,6,8,0.5
1,1,1,9,10,8,5,0.16666800000000004
1,1,1,10,11,5,3,0.2999997
1,1,1,10,11,5,5,0.16666800000000004
1,1,1,10,11,5,6,0.2
1,1,1,10,11,6,3,0.2999997
1,1,1,10,11,6,5,0.16666800000000004
1,1,1,10,11,6,8,0.5
1,1,1,10,11,8,5,0.16666800000000004
1,1,1,11,12,5,3,0.2999997
1,1,1,11,12,5,5,0.21428699999999995
1,1,1,11,12,5,6,0.2
1,1,1,11,12,5,7,0.5
1,1,1,11,12,6,3,0.2999997
1,1,1,11,12,6,5,0.21428699999999995
1,1,1,11,12,6,8,0.227272
1,1,1,11,12,8,5,0.21428699999999995
1,1,1,12,13,5,3,0.2999997
1,1,1,12,13,5,4,0.5
1,1,1,12,13,5,5,0.21428699999999995
1,1,1,12,13,5,6,0.2
1,1,1,12,13,5,7,0.5
1,1,1,12,13,6,3,0.2999997
1,1,1,12,13,6,5,0.21428699999999995
1,1,1,12,13,6,8,0.227272
1,1,1,12,13,7,7,0.5
1,1,1,12,13,8,5,0.21428699999999995
1,1,1,13,14,5,3,1.0
1,1,1,13,14,5,4,1.0
1,1,1,13,14,5,5,1.0
1,1,1,13,14,5,6,1.0
1,1,1,13,14,5,7,1.0
1,1,1,13,14,6,3,1.0
1,1,1,13,14,6,5,1.0
1,1,1,13,14,6,8,1.0
1,1,1,13,14,7,7,1.0
1,1,1,13,14,8,5,1.0
1,1,1,14,15,5,3,1.0
1,1,1,14,15,5,4,1.0
1,1,1,14,15,5,5,1.0
1,1,1,14,15,5,6,1.0
1,1,1,14,15,5,7,1.0
1,1,1,14,15,6,3,1.0
1,1,1,14,15,6,5,1.0
1,1,1,14,15,6,8,1.0
1,1,1,14,15,7,7,1.0
1,1,1,14,15,8,5,1.0
1,1,1,15,16,5,3,1.0
1,1,1,15,16,5,4,1.0
1,1,1,15,16,5,5,1.0
1,1,1,15,16,5,6,1.0
1,1,1,15,16,5,7,1.0
1,1,1,15,16,6,3,1.0
1,1,1,15,16,6,5,1.0
1,1,1,15,16,6,8,1.0
1,1,1,15,16,7,7,1.0
1,1,1,15,16,8,5,1.0
1,1,1,16,17,5,3,1.0
1,1,1,16,17,5,4,1.0
1,1,1,16,17,5,5,1.0
1,1,1,16,17,5,6,1.0
1,1,1,16,17,5,7,1.0
1,1,1,16,17,6,3,1.0
1,1,1,16,17,6,5,1.0
1,1,1,16,17,6,8,1.0
1,1,1,16,17,7,7,1.0
1,1,1,16,17,8,5,1.0
1,1,1,17,18,5,3,1.0
1,1,1,17,18,5,4,1.0
1,1,1,17,18,5,5,1.0
1,1,1,17,18,5,6,1.0
1,1,1,17,18,5,7,1.0
1,1,1,17,18,6,3,1.0
1,1,1,17,18,6,5,1.0
1,1,1,17,18,6,8,1.0
1,1,1,17,18,7,7,1.0
1,1,1,17,18,8,5,1.0
1,1,1,18,19,5,3,1.0
1,1,1,18,19,5,4,1.0
1,1,1,18,19,5,5,1.0
1,1,1,18,19,5,6,1.0
1,1,1,18,19,5,7,1.0
1,1,1,18,19,6,3,1.0
1,1,1,18,19,6,5,1.0
1,1,1,18,19,6,8,1.0
1,1,1,18,19,7,7,1.0
1,1,1,18,19,8,5,1.0
1,1,1,19,20,5,3,1.0
1,1,1,19,20,5,4,1.0
1,1,1,19,20,5,5,1.0
1,1,1,19,20,5,6,1.0
1,1,1,19,20,5,7,1.0
1,1,1,19,20,6,3,1.0
1,1,1,19,20,6,5,1.0
1,1,1,19,20,6,8,1.0
1,1,1,19,20,7,7,1.0
1,1,1,19,20,8,5,1.0
1,1,1,20,21,5,3,1.0
1,1,1,20,21,5,4,1.0
1,1,1,20,21,5,5,1.0
1,1,1,20,21,5,6,1.0
1,1,1,20,21,5,7,1.0
1,1,1,20,21,6,3,1.0
1,1,1,20,21,6,5,1.0
1,1,1,20,21,6,8,1.0
1,1,1,20,21,7,7,1.0
1,1,1,20,21,8,5,1.0
1,1,1,21,22,5,3,1.0
1,1,1,21,22,5,4,1.0
1,1,1,21,22,5,5,1.0
1,1,1,21,22,5,6,1.0
1,1,1,21,22,5,7,1.0
1,1,1,21,22,6,3,1.0
1,1,1,21,22,6,5,1.0
1,1,1,21,22,6,8,1.0
1,1,1,21,22,7,7,1.0
1,1,1,21,22,8,5,1.0
1,1,1,22,23,5,3,1.0
1,1,1,22,23,5,4,1.0
1,1,1,22,23,5,5,1.0
1,1,1,22,23,5,6,1.0
1,1,1,22,23,5,7,1.0
1,1,1,22,23,6,3,1.0
1,1,1,22,23,6,5,1.0
1,1,1,22,23,6,8,1.0
1,1,1,22,23,7,7,1.0
1,1,1,22,23,8,5,1.0
1,1,1,23,24,5,3,1.0
1,1,1,23,24,5,4,1.0
1,1,1,23,24,5,5,1.0
1,1,1,23,24,5,6,1.0
1,1,1,23,24,5,7,1.0
1,1,1,23,24,6,3,1.0
1,1,1,23,24,6,5,1.0
1,1,1,23,24,6,8,1.0
1,1,1,23,24,7,7,1.0
1,1,1,23,24,8,5,1.0
1,1,1,24,25,5,3,1.0
1,1,1,24,25,5,4,1.0
1,1,1,24,25,5,5,1.0
1,1,1,24,25,5,6,1.0
1,1,1,24,25,5,7,1.0
1,1,1,24,25,6,3,1.0
1,1,1,24,25,6,5,1.0
1,1,1,24,25,6,8,1.0
1,1,1,24,25,7,7,1.0
1,1,1,24,25,8,5,1.0
1,1,1,25,26,5,3,1.0
1,1,1,25,26,5,4,1.0
1,1,1,25,26,5,5,1.0
1,1,1,25,26,5,6,1.0
1,1,1,25,26,5,7,1.0
1,1,1,25,26,6,3,1.0
1,1,1,25,26,6,5,1.0
1,1,1,25,26,6,8,1.0
1,1,1,25,26,7,7,1.0
1,1,1,25,26,8,5,1.0
1,1,1,26,27,5,3,1.0
1,1,1,26,27,5,4,1.0
1,1,1,26,27,5,5,1.0
1,1,1,26,27,5,6,1.0
1,1,1,26,27,5,7,1.0
1,1,1,26,27,6,3,1.0
1,1,1,26,27,6,5,1.0
1,1,1,26,27,6,8,1.0
1,1,1,26,27,7,7,1.0
1,1,1,26,27,8,5,1.0
1,1,1,27,28,5,3,1.0
1,1,1,27,28,5,4,1.0
1,1,1,27,28,5,5,1.0
1,1,1,27,28,5,6,1.0
1,1,1,27,28,5,7,1.0
1,1,1,27,28,6,3,1.0
1,1,1,27,28,6,5,1.0
1,1,1,27,28,6,8,1.0
1,1,1,27,28,7,7,1.0
1,1,1,27,28,8,5,1.0
1,1,1,28,29,5,3,1.0
1,1,1,28,29,5,4,1.0
1,1,1,28,29,5,5,1.0
1,1,1,28,29,5,6,1.0
1,1,1,28,29,5,7,1.0
1,1,1,28,29,6,3,1.0
1,1,1,28,29,6,5,1.0
1,1,1,28,29,6,8,1.0
1,1,1,28,29,7,7,1.0
1,1,1,28,29,8,5,1.0
1,1,1,29,30,5,3,1.0
1,1,1,29,30,5,4,1.0
1,1,1,29,30,5,5,1.0
1,1,1,29,30,5,6,1.0
1,1,1,29,30,5,7,1.0
1,1,1,29,30,6,3,1.0
1,1,1,29,30,6,5,1.0
1,1,1,29,30,6,8,1.0
1,1,1,29,30,7,7,1.0
1,1,1,29,30,8,5,1.0
1,1,1,30,31,5,3,1.0
1,1,1,30,31,5,4,1.0
1,1,1,30,31,5,5,1.0
1,1,1,30,31,5,6,1.0
1,1,1,30,31,5,7,1.0
1,1,1,30,31,6,3,1.0
1,1,1,30,31,6,5,1.0
1,1,1,30,31,6,8,1.0
1,1,1,30,31,7,7,1.0
1,1,1,30,31,8,5,1.0
1,1,1,31,32,5,3,1.0
1,1,1,31,32,5,4,1.0
1,1,1,31,32,5,5,1.0
1,1,1,31,32,5,6,1.0
1,1,1,31,32,5,7,1.0
1,1,1,31,32,6,3,1.0
1,1,1,31,32,6,5,1.0
1,1,1,31,32,6,8,1.0
1,1,1,31,32,7,7,1.0
1,1,1,31,32,8,5,1.0
1,1,1,32,33,5,3,1.0
1,1,1,32,33,5,4,1.0
1,1,1,32,33,5,5,1.0
1,1,1,32,33,5,6,1.0
1,1,1,32,33,5,7,1.0
1,1,1,32,33,6,3,1.0
1,1,1,32,33,6,5,1.0
1,1,1,32,33,6,8,1.0
1,1,1,32,33,7,7,1.0
1,1,1,32,33,8,5,1.0
1,1,1,33,34,5,3,1.0
1,1,1,33,34,5,4,1.0
1,1,1,33,34,5,5,1.0
1,1,1,33,34,5,6,1.0
1,1,1,33,34,5,7,1.0
1,1,1,33,34,6,3,1.0
1,1,1,33,34,6,5,1.0
1,1,1,33,34,6,8,1.0
1,1,1,33,34,7,7,1.0
1,1,1,33,34,8,5,1.0
1,1,2,2,3,1,3,0.2999997
1,1,2,2,3,1,6,0.2
1,1,2,2,3,1,8,0.5
1,1,2,3,4,6,3,0.2999997
1,1,2,3,4,6,5,0.21428699999999995
1,1,2,3,4,6,8,0.227272
1,1,2,3,4,8,5,0.21428699999999995
1,1,2,4,5,5,3,1.0
1,1,2,4,5,5,5,1.0
1,1,2,4,5,5,6,1.0
1,1,2,4,5,8,5,1.0
1,1,2,5,6,5,3,1.0
1,1,2,5,6,5,5,1.0
1,1,2,5,6,5,6,1.0
1,1,2,5,6,6,3,1.0
1,1,2,5,6,6,5,1.0
1,1,2,5,6,6,8,1.0
1,1,2,6,7,5,3,1.0
1,1,2,6,7,5,5,1.0
1,1,2,6,7,5,6,1.0
1,1,2,6,7,6,3,1.0
1,1,2,6,7,6,5,1.0
1,1,2,6,7,6,8,1.0
1,1,2,6,7,8,5,1.0
1,1,2,7,8,5,3,1.0
1,1,2,7,8,5,5,1.0
1,1,2,7,8,5,6,1.0
1,1,2,7,8,6,3,1.0
1,1,2,7,8,6,5,1.0
1,1,2,7,8,6,8,1.0
1,1,2,7,8,8,5,1.0
1,1,2,8,9,5,3,0.2999997
1,1,2,8,9,5,5,0.16666800000000004
1,1,2,8,9,5,6,0.2
1,1,2,8,9,6,3,0.2999997
1,1,2,8,9,6,5,0.16666800000000004
1,1,2,8,9,6,8,0.227272
1,1,2,8,9,8,5,0.16666800000000004
1,1,2,9,10,5,3,0.2999997
1,1,2,9,10,5,5,0.16666800000000004
1,1,2,9,10,5,6,0.333333
1,1,2,9,10,6,3,0.2999997
1,1,2,9,10,6,5,0.16666800000000004
1,1,2,9,10,6,8,0.5
1,1,2,9,10,8,5,0.16666800000000004
1,1,2,10,11,5,3,0.2999997
1,1,2,10,11,5,5,0.16666800000000004
1,1,2,10,11,5,6,0.2
1,1,2,10,11,6,3,0.2999997
1,1,2,10,11,6,5,0.16666800000000004
1,1,2,10,11,6,8,0.5
1,1,2,10,11,8,5,0.16666800000000004
1,1,2,11,12,5,3,0.2999997
1,1,2,11,12,5,5,0.21428699999999995
1,1,2,11,12,5,6,0.2
1,1,2,11,12,5,7,0.5
1,1,2,11,12,6,3,0.2999997
1,1,2,11,12,6,5,0.21428699999999995
1,1,2,11,12,6,8,0.227272
1,1,2,11,12,8,5,0.21428699999999995
1,1,2,12,13,5,3,0.2999997
1,1,2,12,13,5,4,0.5
1,1,2,12,13,5,5,0.21428699999999995
1,1,2,12,13,5,6,0.2
1,1,2,12,13,5,7,0.5
1,1,2,12,13,6,3,0.2999997
1,1,2,12,13,6,5,0.21428699999999995
1,1,2,12,13,6,8,0.227272
1,1,2,12,13,7,7,0.5
1,1,2,12,13,8,5,0.21428699999999995
1,1,2,13,14,5,3,1.0
1,1,2,13,14,5,4,1.0
1,1,2,13,14,5,5,1.0
1,1,2,13,14,5,6,1.0
1,1,2,13,14,5,7,1.0
1,1,2,13,14,6,3,1.0
1,1,2,13,14,6,5,1.0
1,1,2,13,14,6,8,1.0
1,1,2,13,14,7,7,1.0
1,1,2,13,14,8,5,1.0
1,1,2,14,15,5,3,1.0
1,1,2,14,15,5,4,1.0
1,1,2,14,15,5,5,1.0
1,1,2,14,15,5,6,1.0
1,1,2,14,15,5,7,1.0
1,1,2,14,15,6,3,1.0
1,1,2,14,15,6,5,1.0
1,1,2,14,15,6,8,1.0
1,1,2,14,15,7,7,1.0
1,1,2,14,15,8,5,1.0
1,1,2,15,16,5,3,1.0
1,1,2,15,16,5,4,1.0
1,1,2,15,16,5,5,1.0
1,1,2,15,16,5,6,1.0
1,1,2,15,16,5,7,1.0
1,1,2,15,16,6,3,1.0
1,1,2,15,16,6,5,1.0
1,1,2,15,16,6,8,1.0
1,1,2,15,16,7,7,1.0
1,1,2,15,16,8,5,1.0
1,1,2,16,17,5,3,1.0
1,1,2,16,17,5,4,1.0
1,1,2,16,17,5,5,1.0
1,1,2,16,17,5,6,1.0
1,1,2,16,17,5,7,1.0
1,1,2,16,17,6,3,1.0
1,1,2,16,17,6,5,1.0
1,1,2,16,17,6,8,1.0
1,1,2,16,17,7,7,1.0
1,1,2,16,17,8,5,1.0
1,1,2,17,18,5,3,1.0
1,1,2,17,18,5,4,1.0
1,1,2,17,18,5,5,1.0
1,1,2,17,18,5,6,1.0
1,1,2,17,18,5,7,1.0
1,1,2,17,18,6,3,1.0
1,1,2,17,18,6,5,1.0
1,1,2,17,18,6,8,1.0
1,1,2,17,18,7,7,1.0
1,1,2,17,18,8,5,1.0
1,1,2,18,19,5,3,1.0
1,1,2,18,19,5,4,1.0
1,1,2,18,19,5,5,1.0
1,1,2,18,19,5,6,1.0
1,1,2,18,19,5,7,1.0
1,1,2,18,19,6,3,1.0
1,1,2,18,19,6,5,1.0
1,1,2,18,19,6,8,1.0
1,1,2,18,19,7,7,1.0
1,1,2,18,19,8,5,1.0
1,1,2,19,20,5,3,1.0
1,1,2,19,20,5,4,1.0
1,1,2,19,20,5,5,1.0
1,1,2,19,20,5,6,1.0
1,1,2,19,20,5,7,1.0
1,1,2,19,20,6,3,1.0
1,1,2,19,20,6,5,1.0
1,1,2,19,20,6,8,1.0
1,1,2,19,20,7,7,1.0
1,1,2,19,20,8,5,1.0
1,1,2,20,21,5,3,1.0
1,1,2,20,21,5,4,1.0
1,1,2,20,21,5,5,1.0
1,1,2,20,21,5,6,1.0
1,1,2,20,21,5,7,1.0
1,1,2,20,21,6,3,1.0
1,1,2,20,21,6,5,1.0
1,1,2,20,21,6,8,1.0
1,1,2,20,21,7,7,1.0
1,1,2,20,21,8,5,1.0
1,1,2,21,22,5,3,1.0
1,1,2,21,22,5,4,1.0
1,1,2,21,22,5,5,1.0
1,1,2,21,22,5,6,1.0
1,1,2,21,22,5,7,1.0
1,1,2,21,22,6,3,1.0
1,1,2,21,22,6,5,1.0
1,1,2,21,22,6,8,1.0
1,1,2,21,22,7,7,1.0
1,1,2,21,22,8,5,1.0
1,1,2,22,23,5,3,1.0
1,1,2,22,23,5,4,1.0
1,1,2,22,23,5,5,1.0
1,1,2,22,23,5,6,1.0
1,1,2,22,23,5,7,1.0
1,1,2,22,23,6,3,1.0
1,1,2,22,23,6,5,1.0
1,1,2,22,23,6,8,1.0
1,1,2,22,23,7,7,1.0
1,1,2,22,23,8,5,1.0
1,1,2,23,24,5,3,1.0
1,1,2,23,24,5,4,1.0
1,1,2,23,24,5,5,1.0
1,1,2,23,24,5,6,1.0
1,1,2,23,24,5,7,1.0
1,1,2,23,24,6,3,1.0
1,1,2,23,24,6,5,1.0
1,1,2,23,24,6,8,1.0
1,1,2,23,24,7,7,1.0
1,1,2,23,24,8,5,1.0
1,1,2,24,25,5,3,1.0
1,1,2,24,25,5,4,1.0
1,1,2,24,25,5,5,1.0
1,1,2,24,25,5,6,1.0
1,1,2,24,25,5,7,1.0
1,1,2,24,25,6,3,1.0
1,1,2,24,25,6,5,1.0
1,1,2,24,25,6,8,1.0
1,1,2,24,25,7,7,1.0
1,1,2,24,25,8,5,1.0
1,1,2,25,26,5,3,1.0
1,1,2,25,26,5,4,1.0
1,1,2,25,26,5,5,1.0
1,1,2,25,26,5,6,1.0
1,1,2,25,26,5,7,1.0
1,1,2,25,26,6,3,1.0
1,1,2,25,26,6,5,1.0
1,1,2,25,26,6,8,1.0
1,1,2,25,26,7,7,1.0
1,1,2,25,26,8,5,1.0
1,1,2,26,27,5,3,1.0
1,1,2,26,27,5,4,1.0
1,1,2,26,27,5,5,1.0
1,1,2,26,27,5,6,1.0
1,1,2,26,27,5,7,1.0
1,1,2,26,27,6,3,1.0
1,1,2,26,27,6,5,1.0
1,1,2,26,27,6,8,1.0
1,1,2,26,27,7,7,1.0
1,1,2,26,27,8,5,1.0
1,1,2,27,28,5,3,1.0
1,1,2,27,28,5,4,1.0
1,1,2,27,28,5,5,1.0
1,1,2,27,28,5,6,1.0
1,1,2,27,28,5,7,1.0
1,1,2,27,28,6,3,1.0
1,1,2,27,28,6,5,1.0
1,1,2,27,28,6,8,1.0
1,1,2,27,28,7,7,1.0
1,1,2,27,28,8,5,1.0
1,1,2,28,29,5,3,1.0
1,1,2,28,29,5,4,1.0
1,1,2,28,29,5,5,1.0
1,1,2,28,29,5,6,1.0
1,1,2,28,29,5,7,1.0
1,1,2,28,29,6,3,1.0
1,1,2,28,29,6,5,1.0
1,1,2,28,29,6,8,1.0
1,1,2,28,29,7,7,1.0
1,1,2,28,29,8,5,1.0
1,1,2,29,30,5,3,1.0
1,1,2,29,30,5,4,1.0
1,1,2,29,30,5,5,1.0
1,1,2,29,30,5,6,1.0
1,1,2,29,30,5,7,1.0
1,1,2,29,30,6,3,1.0
1,1,2,29,30,6,5,1.0
1,1,2,29,30,6,8,1.0
1,1,2,29,30,7,7,1.0
1,1,2,29,30,8,5,1.0
1,1,2,30,31,5,3,1.0
1,1,2,30,31,5,4,1.0
1,1,2,30,31,5,5,1.0
1,1,2,30,31,5,6,1.0
1,1,2,30,31,5,7,1.0
1,1,2,30,31,6,3,1.0
1,1,2,30,31,6,5,1.0
1,1,2,30,31,6,8,1.0
1,1,2,30,31,7,7,1.0
1,1,2,30,31,8,5,1.0
1,1,2,31,32,5,3,1.0
1,1,2,31,32,5,4,1.0
1,1,2,31,32,5,5,1.0
1,1,2,31,32,5,6,1.0
1,1,2,31,32,5,7,1.0
1,1,2,31,32,6,3,1.0
1,1,2,31,32,6,5,1.0
1,1,2,31,32,6,8,1.0
1,1,2,31,32,7,7,1.0
1,1,2,31,32,8,5,1.0
1,1,2,32,33,5,3,1.0
1,1,2,32,33,5,4,1.0
1,1,2,32,33,5,5,1.0
1,1,2,32,33,5,6,1.0
1,1,2,32,33,5,7,1.0
1,1,2,32,33,6,3,1.0
1,1,2,32,33,6,5,1.0
1,1,2,32,33,6,8,1.0
1,1,2,32,33,7,7,1.0
1,1,2,32,33,8,5,1.0
1,1,2,33,34,5,3,1.0
1,1,2,33,34,5,4,1.0
1,1,2,33,34,5,5,1.0
1,1,2,33,34,5,6,1.0
1,1,2,33,34,5,7,1.0
1,1,2,33,34,6,3,1.0
1,1,2,33,34,6,5,1.0
1,1,2,33,34,6,8,1.0
1,1,2,33,34,7,7,1.0
1,1,2,33,34,8,5,1.0
1,1,3,3,4,1,3,0.2999997
1,1,3,3,4,1,6,0.333333
1,1,3,3,4,1,8,0.227272
1,1,3,4,5,6,3,1.0
1,1,3,4,5,6,5,1.0
1,1,3,4,5,6,8,1.0
1,1,3,4,5,8,5,1.0
1,1,3,5,6,5,3,1.0
1,1,3,5,6,5,5,1.0
1,1,3,5,6,5,6,1.0
1,1,3,5,6,8,5,1.0
1,1,3,6,7,5,3,1.0
1,1,3,6,7,5,5,1.0
1,1,3,6,7,5,6,1.0
1,1,3,6,7,6,3,1.0
1,1,3,6,7,6,5,1.0
1,1,3,6,7,6,8,1.0
1,1,3,7,8,5,3,1.0
1,1,3,7,8,5,5,1.0
1,1,3,7,8,5,6,1.0
1,1,3,7,8,6,3,1.0
1,1,3,7,8,6,5,1.0
1,1,3,7,8,6,8,1.0
1,1,3,7,8,8,5,1.0
1,1,3,8,9,5,3,0.2999997
1,1,3,8,9,5,5,0.16666800000000004
1,1,3,8,9,5,6,0.2
1,1,3,8,9,6,3,0.2999997
1,1,3,8,9,6,5,0.16666800000000004
1,1,3,8,9,6,8,0.227272
1,1,3,8,9,8,5,0.16666800000000004
1,1,3,9,10,5,3,0.2999997
1,1,3,9,10,5,5,0.16666800000000004
1,1,3,9,10,5,6,0.333333
1,1,3,9,10,6,3,0.2999997
1,1,3,9,10,6,5,0.16666800000000004
1,1,3,9,10,6,8,0.5
1,1,3,9,10,8,5,0.16666800000000004
1,1,3,10,11,5,3,0.2999997
1,1,3,10,11,5,5,0.16666800000000004
1,1,3,10,11,5,6,0.2
1,1,3,10,11,6,3,0.2999997
1,1,3,10,11,6,5,0.16666800000000004
1,1,3,10,11,6,8,0.5
1,1,3,10,11,8,5,0.16666800000000004
1,1,3,11,12,5,3,0.2999997
1,1,3,11,12,5,5,0.21428699999999995
1,1,3,11,12,5,6,0.2
1,1,3,11,12,5,7,0.5
1,1,3,11,12,6,3,0.2999997
1,1,3,11,12,6,5,0.21428699999999995
1,1,3,11,12,6,8,0.227272
1,1,3,11,12,8,5,0.21428699999999995
1,1,3,12,13,5,3,0.2999997
1,1,3,12,13,5,4,0.5
1,1,3,12,13,5,5,0.21428699999999995
1,1,3,12,13,5,6,0.2
1,1,3,12,13,5,7,0.5
1,1,3,12,13,6,3,0.2999997
1,1,3,12,13,6,5,0.21428699999999995
1,1,3,12,13,6,8,0.227272
1,1,3,12,13,7,7,0.5
1,1,3,12,13,8,5,0.21428699999999995
1,1,3,13,14,5,3,1.0
1,1,3,13,14,5,4,1.0
1,1,3,13,14,5,5,1.0
1,1,3,13,14,5,6,1.0
1,1,3,13,14,5,7,1.0
1,1,3,13,14,6,3,1.0
1,1,3,13,14,6,5,1.0
1,1,3,13,14,6,8,1.0
1,1,3,13,14,7,7,1.0
1,1,3,13,14,8,5,1.0
1,1,3,14,15,5,3,1.0
1,1,3,14,15,5,4,1.0
1,1,3,14,15,5,5,1.0
1,1,3,14,15,5,6,1.0
1,1,3,14,15,5,7,1.0
1,1,3,14,15,6,3,1.0
1,1,3,14,15,6,5,1.0
1,1,3,14,15,6,8,1.0
1,1,3,14,15,7,7,1.0
1,1,3,14,15,8,5,1.0
1,1,3,15,16,5,3,1.0
1,1,3,15,16,5,4,1.0
1,1,3,15,16,5,5,1.0
1,1,3,15,16,5,6,1.0
1,1,3,15,16,5,7,1.0
1,1,3,15,16,6,3,1.0
1,1,3,15,16,6,5,1.0
1,1,3,15,16,6,8,1.0
1,1,3,15,16,7,7,1.0
1,1,3,15,16,8,5,1.0
1,1,3,16,17,5,3,1.0
1,1,3,16,17,5,4,1.0
1,1,3,16,17,5,5,1.0
1,1,3,16,17,5,6,1.0
1,1,3,16,17,5,7,1.0
1,1,3,16,17,6,3,1.0
1,1,3,16,17,6,5,1.0
1,1,3,16,17,6,8,1.0
1,1,3,16,17,7,7,1.0
1,1,3,16,17,8,5,1.0
1,1,3,17,18,5,3,1.0
1,1,3,17,18,5,4,1.0
1,1,3,17,18,5,5,1.0
1,1,3,17,18,5,6,1.0
1,1,3,17,18,5,7,1.0
1,1,3,17,18,6,3,1.0
1,1,3,17,18,6,5,1.0
1,1,3,17,18,6,8,1.0
1,1,3,17,18,7,7,1.0
1,1,3,17,18,8,5,1.0
1,1,3,18,19,5,3,1.0
1,1,3,18,19,5,4,1.0
1,1,3,18,19,5,5,1.0
1,1,3,18,19,5,6,1.0
1,1,3,18,19,5,7,1.0
1,1,3,18,19,6,3,1.0
1,1,3,18,19,6,5,1.0
1,1,3,18,19,6,8,1.0
1,1,3,18,19,7,7,1.0
1,1,3,18,19,8,5,1.0
1,1,3,19,20,5,3,1.0
1,1,3,19,20,5,4,1.0
1,1,3,19,20,5,5,1.0
1,1,3,19,20,5,6,1.0
1,1,3,19,20,5,7,1.0
1,1,3,19,20,6,3,1.0
1,1,3,19,20,6,5,1.0
1,1,3,19,20,6,8,1.0
1,1,3,19,20,7,7,1.0
1,1,3,19,20,8,5,1.0
1,1,3,20,21,5,3,1.0
1,1,3,20,21,5,4,1.0
1,1,3,20,21,5,5,1.0
1,1,3,20,21,5,6,1.0
1,1,3,20,21,5,7,1.0
1,1,3,20,21,6,3,1.0
1,1,3,20,21,6,5,1.0
1,1,3,20,21,6,8,1.0
1,1,3,20,21,7,7,1.0
1,1,3,20,21,8,5,1.0
1,1,3,21,22,5,3,1.0
1,1,3,21,22,5,4,1.0
1,1,3,21,22,5,5,1.0
1,1,3,21,22,5,6,1.0
1,1,3,21,22,5,7,1.0
1,1,3,21,22,6,3,1.0
1,1,3,21,22,6,5,1.0
1,1,3,21,22,6,8,1.0
1,1,3,21,22,7,7,1.0
1,1,3,21,22,8,5,1.0
1,1,3,22,23,5,3,1.0
1,1,3,22,23,5,4,1.0
1,1,3,22,23,5,5,1.0
1,1,3,22,23,5,6,1.0
1,1,3,22,23,5,7,1.0
1,1,3,22,23,6,3,1.0
1,1,3,22,23,6,5,1.0
1,1,3,22,23,6,8,1.0
1,1,3,22,23,7,7,1.0
1,1,3,22,23,8,5,1.0
1,1,3,23,24,5,3,1.0
1,1,3,23,24,5,4,1.0
1,1,3,23,24,5,5,1.0
1,1,3,23,24,5,6,1.0
1,1,3,23,24,5,7,1.0
1,1,3,23,24,6,3,1.0
1,1,3,23,24,6,5,1.0
1,1,3,23,24,6,8,1.0
1,1,3,23,24,7,7,1.0
1,1,3,23,24,8,5,1.0
1,1,3,24,25,5,3,1.0
1,1,3,24,25,5,4,1.0
1,1,3,24,25,5,5,1.0
1,1,3,24,25,5,6,1.0
1,1,3,24,25,5,7,1.0
1,1,3,24,25,6,3,1.0
1,1,3,24,25,6,5,1.0
1,1,3,24,25,6,8,1.0
1,1,3,24,25,7,7,1.0
1,1,3,24,25,8,5,1.0
1,1,3,25,26,5,3,1.0
1,1,3,25,26,5,4,1.0
1,1,3,25,26,5,5,1.0
1,1,3,25,26,5,6,1.0
1,1,3,25,26,5,7,1.0
1,1,3,25,26,6,3,1.0
