trial,timestep,S1,S2,M1,M2,H1,H2,H3,H4,block_movement,task_type,block_size,first_sight
13,33,1,0,0,1,1,1,0,1,-1,catch,3,0
14,1,0,1,1,1,0,1,1,1,-1,catch,3,1
14,2,1,1,0,0,0,0,1,0,-1,catch,3,0
14,3,1,0,0,0,0,1,1,0,-1,catch,3,0
14,4,1,0,0,0,1,1,0,1,-1,catch,3,0
14,5,1,0,0,1,1,1,0,1,-1,catch,3,0
14,6,1,0,0,1,1,1,0,1,-1,catch,3,0
14,7,1,0,0,1,1,1,0,1,-1,catch,3,0
14,8,1,0,0,1,1,1,0,1,-1,catch,3,0
14,9,1,0,0,1,1,1,0,1,-1,catch,3,0
14,10,1,0,0,1,1,1,0,1,-1,catch,3,0
14,11,1,0,0,1,1,1,0,1,-1,catch,3,0
14,12,1,0,0,1,1,1,0,1,-1,catch,3,0
14,13,1,0,0,1,1,1,0,1,-1,catch,3,0
14,14,1,0,0,1,1,1,0,1,-1,catch,3,0
14,15,1,0,0,1,1,1,0,1,-1,catch,3,0
14,16,1,0,0,1,1,1,0,1,-1,catch,3,0
14,17,1,0,0,1,1,1,0,1,-1,catch,3,0
14,18,1,0,0,1,1,1,0,1,-1,catch,3,0
14,19,1,0,0,1,1,1,0,1,-1,catch,3,0
14,20,1,0,0,1,1,1,0,1,-1,catch,3,0
14,21,1,0,0,1,1,1,0,1,-1,catch,3,0
14,22,1,0,0,1,1,1,0,1,-1,catch,3,0
14,23,1,0,0,1,1,1,0,1,-1,catch,3,0
14,24,1,0,0,1,1,1,0,1,-1,catch,3,0
14,25,1,0,0,1,1,1,0,1,-1,catch,3,0
14,26,1,0,0,1,1,1,0,1,-1,catch,3,0
14,27,1,0,0,1,1,1,0,1,-1,catch,3,0
14,28,1,0,0,1,1,1,0,1,-1,catch,3,0
14,29,1,0,0,1,1,1,0,1,-1,catch,3,0
14,30,1,0,0,1,1,1,0,1,-1,catch,3,0
14,31,1,0,0,1,1,1,0,1,-1,catch,3,0
14,32,1,0,0,1,1,1,0,1,-1,catch,3,0
14,33,1,0,0,1,1,1,0,1,-1,catch,3,0
15,1,1,1,1,1,0,1,1,1,-1,catch,3,1
15,2,1,0,0,0,0,1,1,1,-1,catch,3,0
15,3,1,0,0,0,0,1,0,1,-1,catch,3,0
15,4,0,0,0,0,0,1,1,1,-1,catch,3,0
15,5,0,0,0,0,0,1,0,0,-1,catch,3,0
15,6,0,0,0,0,1,0,1,1,-1,catch,3,0
15,7,0,0,0,0,1,0,1,1,-1,catch,3,0
15,8,0,0,0,0,1,0,1,1,-1,catch,3,0
15,9,0,0,0,0,1,0,1,1,-1,catch,3,0
15,10,0,0,0,0,1,0,1,1,-1,catch,3,0
15,11,0,0,0,0,1,0,1,1,-1,catch,3,0
15,12,0,0,0,0,1,0,1,1,-1,catch,3,0
15,13,0,0,0,0,1,0,1,1,-1,catch,3,0
15,14,0,0,0,0,1,0,1,1,-1,catch,3,0
15,15,0,1,0,0,1,0,1,1,-1,catch,3,0
15,16,0,1,0,0,0,1,1,1,-1,catch,3,0
15,17,1,1,0,0,0,0,1,0,-1,catch,3,0
15,18,1,0,0,0,0,1,1,0,-1,catch,3,0
15,19,1,0,0,0,1,1,0,1,-1,catch,3,0
15,20,1,0,0,1,1,1,0,1,-1,catch,3,0
15,21,1,0,0,1,1,1,0,1,-1,catch,3,0
15,22,1,0,0,1,1,1,0,1,-1,catch,3,0
15,23,1,0,0,1,1,1,0,1,-1,catch,3,0
15,24,1,0,0,1,1,1,0,1,-1,catch,3,0
15,25,1,0,0,1,1,1,0,1,-1,catch,3,0
15,26,1,0,0,1,1,1,0,1,-1,catch,3,0
15,27,1,0,0,1,1,1,0,1,-1,catch,3,0
15,28,1,0,0,1,1,1,0,1,-1,catch,3,0
15,29,1,0,0,1,1,1,0,1,-1,catch,3,0
15,30,1,0,0,1,1,1,0,1,-1,catch,3,0
15,31,1,0,0,1,1,1,0,1,-1,catch,3,0
15,32,1,0,0,1,1,1,0,1,-1,catch,3,0
15,33,1,0,0,1,1,1,0,1,-1,catch,3,0
16,1,0,1,0,1,0,1,1,1,1,catch,3,1
16,2,0,0,0,0,0,0,1,0,1,catch,3,0
16,3,0,0,1,0,0,1,0,1,1,catch,3,0
16,4,0,0,0,0,0,1,1,1,1,catch,3,0
16,5,0,0,0,0,0,1,0,0,1,catch,3,0
16,6,0,0,0,0,1,0,1,1,1,catch,3,0
16,7,0,0,0,0,1,0,1,1,1,catch,3,0
16,8,0,0,0,0,1,0,1,1,1,catch,3,0
16,9,0,0,0,0,1,0,1,1,1,catch,3,0
16,10,0,0,0,0,1,0,1,1,1,catch,3,0
16,11,0,0,0,0,1,0,1,1,1,catch,3,0
16,12,0,0,0,0,1,0,1,1,1,catch,3,0
16,13,0,0,0,0,1,0,1,1,1,catch,3,0
16,14,1,0,0,0,1,0,1,1,1,catch,3,0
16,15,1,0,1,0,1,0,1,0,1,catch,3,0
16,16,1,0,1,0,0,0,1,0,1,catch,3,0
16,17,1,0,0,0,0,1,0,0,1,catch,3,0
16,18,1,1,0,0,1,1,1,1,1,catch,3,0
16,19,0,1,0,0,0,0,1,1,1,catch,3,0
16,20,0,1,1,0,0,0,1,1,1,catch,3,0
16,21,0,1,1,0,0,0,1,1,1,catch,3,0
16,22,0,1,1,0,0,0,1,1,1,catch,3,0
16,23,0,1,1,0,0,0,1,1,1,catch,3,0
16,24,0,1,1,0,0,0,1,1,1,catch,3,0
16,25,0,1,1,0,0,0,1,1,1,catch,3,0
16,26,0,1,1,0,0,0,1,1,1,catch,3,0
16,27,0,1,1,0,0,0,1,1,1,catch,3,0
16,28,0,1,1,0,0,0,1,1,1,catch,3,0
16,29,0,1,1,0,0,0,1,1,1,catch,3,0
16,30,0,1,1,0,0,0,1,1,1,catch,3,0
16,31,0,1,1,0,0,0,1,1,1,catch,3,0
16,32,0,1,1,0,0,0,1,1,1,catch,3,0
16,33,0,1,1,0,0,0,1,1,1,catch,3,0
17,1,1,1,0,0,0,1,1,1,1,catch,3,1
17,2,0,1,0,0,0,1,1,1,1,catch,3,0
17,3,0,1,0,0,0,0,1,0,1,catch,3,0
17,4,0,1,1,0,0,1,1,1,1,catch,3,0
17,5,0,0,0,0,0,0,1,0,1,catch,3,0
17,6,0,0,1,0,0,1,0,1,1,catch,3,0
17,7,0,0,0,0,0,1,1,1,1,catch,3,0
17,8,0,0,0,0,0,1,0,0,1,catch,3,0
17,9,0,0,0,0,1,0,1,1,1,catch,3,0
17,10,0,0,0,0,1,0,1,1,1,catch,3,0
17,11,0,0,0,0,1,0,1,1,1,catch,3,0
17,12,0,0,0,0,1,0,1,1,1,catch,3,0
17,13,0,0,0,0,1,0,1,1,1,catch,3,0
17,14,0,0,0,0,1,0,1,1,1,catch,3,0
17,15,0,0,0,0,1,0,1,1,1,catch,3,0
17,16,0,0,0,0,1,0,1,1,1,catch,3,0
17,17,1,0,0,0,1,0,1,1,1,catch,3,0
17,18,1,0,1,0,1,0,1,0,1,catch,3,0
17,19,1,0,1,0,0,0,1,0,1,catch,3,0
17,20,1,0,0,0,0,1,0,0,1,catch,3,0
17,21,1,1,0,0,1,1,1,1,1,catch,3,0
17,22,0,1,0,0,0,0,1,1,1,catch,3,0
17,23,0,1,1,0,0,0,1,1,1,catch,3,0
17,24,0,1,1,0,0,0,1,1,1,catch,3,0
17,25,0,1,1,0,0,0,1,1,1,catch,3,0
17,26,0,1,1,0,0,0,1,1,1,catch,3,0
17,27,0,1,1,0,0,0,1,1,1,catch,3,0
17,28,0,1,1,0,0,0,1,1,1,catch,3,0
17,29,0,1,1,0,0,0,1,1,1,catch,3,0
17,30,0,1,1,0,0,0,1,1,1,catch,3,0
17,31,0,1,1,0,0,0,1,1,1,catch,3,0
17,32,0,1,1,0,0,0,1,1,1,catch,3,0
17,33,0,1,1,0,0,0,1,1,1,catch,3,0
18,1,1,0,0,0,0,1,1,1,1,catch,3,1
18,2,1,1,0,0,0,1,0,1,1,catch,3,0
18,3,0,1,0,1,0,1,1,1,1,catch,3,0
18,4,0,0,0,0,0,0,1,0,1,catch,3,0
18,5,0,0,1,0,0,1,0,1,1,catch,3,0
18,6,0,0,0,0,0,1,1,1,1,catch,3,0
18,7,0,0,0,0,0,1,0,0,1,catch,3,0
18,8,0,0,0,0,1,0,1,1,1,catch,3,0
18,9,0,0,0,0,1,0,1,1,1,catch,3,0
18,10,0,0,0,0,1,0,1,1,1,catch,3,0
18,11,0,0,0,0,1,0,1,1,1,catch,3,0
18,12,0,0,0,0,1,0,1,1,1,catch,3,0
18,13,0,0,0,0,1,0,1,1,1,catch,3,0
18,14,0,0,0,0,1,0,1,1,1,catch,3,0
18,15,0,0,0,0,1,0,1,1,1,catch,3,0
18,16,1,0,0,0,1,0,1,1,1,catch,3,0
18,17,1,0,1,0,1,0,1,0,1,catch,3,0
18,18,1,0,1,0,0,0,1,0,1,catch,3,0
18,19,1,0,0,0,0,1,0,0,1,catch,3,0
18,20,1,1,0,0,1,1,1,1,1,catch,3,0
18,21,0,1,0,0,0,0,1,1,1,catch,3,0
18,22,0,1,1,0,0,0,1,1,1,catch,3,0
18,23,0,1,1,0,0,0,1,1,1,catch,3,0
18,24,0,1,1,0,0,0,1,1,1,catch,3,0
18,25,0,1,1,0,0,0,1,1,1,catch,3,0
18,26,0,1,1,0,0,0,1,1,1,catch,3,0
18,27,0,1,1,0,0,0,1,1,1,catch,3,0
18,28,0,1,1,0,0,0,1,1,1,catch,3,0
18,29,0,1,1,0,0,0,1,1,1,catch,3,0
18,30,0,1,1,0,0,0,1,1,1,catch,3,0
18,31,0,1,1,0,0,0,1,1,1,catch,3,0
18,32,0,1,1,0,0,0,1,1,1,catch,3,0
18,33,0,1,1,0,0,0,1,1,1,catch,3,0
19,1,0,0,1,0,0,1,1,1,1,catch,3,0
19,2,1,0,0,0,0,1,0,0,1,catch,3,1
19,3,1,0,0,0,1,1,1,1,1,catch,3,0
19,4,1,1,0,0,1,1,1,1,1,catch,3,0
19,5,0,1,0,0,0,0,1,1,1,catch,3,0
19,6,0,1,1,0,0,0,1,1,1,catch,3,0
19,7,0,1,1,0,0,0,1,1,1,catch,3,0
19,8,0,1,1,0,0,0,1,1,1,catch,3,0
19,9,0,1,1,0,0,0,1,1,1,catch,3,0
19,10,0,1,1,0,0,0,1,1,1,catch,3,0
19,11,0,1,1,0,0,0,1,1,1,catch,3,0
19,12,0,1,1,0,0,0,1,1,1,catch,3,0
19,13,0,1,1,0,0,0,1,1,1,catch,3,0
19,14,0,1,1,0,0,0,1,1,1,catch,3,0
19,15,0,1,1,0,0,0,1,1,1,catch,3,0
19,16,0,1,1,0,0,0,1,1,1,catch,3,0
19,17,0,1,1,0,0,0,1,1,1,catch,3,0
19,18,0,1,1,0,0,0,1,1,1,catch,3,0
19,19,0,1,1,0,0,0,1,1,1,catch,3,0
19,20,0,1,1,0,0,0,1,1,1,catch,3,0
19,21,0,1,1,0,0,0,1,1,1,catch,3,0
19,22,0,1,1,0,0,0,1,1,1,catch,3,0
19,23,0,1,1,0,0,0,1,1,1,catch,3,0
19,24,0,1,1,0,0,0,1,1,1,catch,3,0
19,25,0,1,1,0,0,0,1,1,1,catch,3,0
19,26,0,1,1,0,0,0,1,1,1,catch,3,0
19,27,0,1,1,0,0,0,1,1,1,catch,3,0
19,28,0,1,1,0,0,0,1,1,1,catch,3,0
19,29,0,1,1,0,0,0,1,1,1,catch,3,0
19,30,0,1,1,0,0,0,1,1,1,catch,3,0
19,31,0,1,1,0,0,0,1,1,1,catch,3,0
19,32,0,1,1,0,0,0,1,1,1,catch,3,0
19,33,0,1,1,0,0,0,1,1,1,catch,3,0
20,1,0,0,1,0,0,1,1,1,1,catch,3,0
20,2,0,0,0,0,0,1,0,0,1,catch,3,0
20,3,1,0,0,0,1,0,1,1,1,catch,3,1
20,4,1,0,1,0,1,0,1,0,1,catch,3,0
20,5,1,0,1,0,0,0,1,0,1,catch,3,0
20,6,1,0,0,0,0,1,0,0,1,catch,3,0
20,7,1,1,0,0,1,1,1,1,1,catch,3,0
20,8,0,1,0,0,0,0,1,1,1,catch,3,0
20,9,0,1,1,0,0,0,1,1,1,catch,3,0
20,10,0,1,1,0,0,0,1,1,1,catch,3,0
20,11,0,1,1,0,0,0,1,1,1,catch,3,0
20,12,0,1,1,0,0,0,1,1,1,catch,3,0
20,13,0,1,1,0,0,0,1,1,1,catch,3,0
20,14,0,1,1,0,0,0,1,1,1,catch,3,0
20,15,0,1,1,0,0,0,1,1,1,catch,3,0
20,16,0,1,1,0,0,0,1,1,1,catch,3,0
20,17,0,1,1,0,0,0,1,1,1,catch,3,0
20,18,0,1,1,0,0,0,1,1,1,catch,3,0
20,19,0,1,1,0,0,0,1,1,1,catch,3,0
20,20,0,1,1,0,0,0,1,1,1,catch,3,0
20,21,0,1,1,0,0,0,1,1,1,catch,3,0
20,22,0,1,1,0,0,0,1,1,1,catch,3,0
20,23,0,1,1,0,0,0,1,1,1,catch,3,0
20,24,0,1,1,0,0,0,1,1,1,catch,3,0
20,25,0,1,1,0,0,0,1,1,1,catch,3,0
20,26,0,1,1,0,0,0,1,1,1,catch,3,0
20,27,0,1,1,0,0,0,1,1,1,catch,3,0
20,28,0,1,1,0,0,0,1,1,1,catch,3,0
20,29,0,1,1,0,0,0,1,1,1,catch,3,0
20,30,0,1,1,0,0,0,1,1,1,catch,3,0
20,31,0,1,1,0,0,0,1,1,1,catch,3,0
20,32,0,1,1,0,0,0,1,1,1,catch,3,0
20,33,0,1,1,0,0,0,1,1,1,catch,3,0
21,1,0,0,1,0,0,1,1,1,1,catch,3,0
21,2,0,0,0,0,0,1,0,0,1,catch,3,0
21,3,0,0,0,0,1,0,1,1,1,catch,3,0
21,4,1,0,0,0,1,0,1,1,1,catch,3,1
21,5,1,0,1,0,1,0,1,0,1,catch,3,0
21,6,1,0,1,0,0,0,1,0,1,catch,3,0
21,7,1,0,0,0,0,1,0,0,1,catch,3,0
21,8,1,1,0,0,1,1,1,1,1,catch,3,0
21,9,0,1,0,0,0,0,1,1,1,catch,3,0
21,10,0,1,1,0,0,0,1,1,1,catch,3,0
21,11,0,1,1,0,0,0,1,1,1,catch,3,0
21,12,0,1,1,0,0,0,1,1,1,catch,3,0
21,13,0,1,1,0,0,0,1,1,1,catch,3,0
21,14,0,1,1,0,0,0,1,1,1,catch,3,0
21,15,0,1,1,0,0,0,1,1,1,catch,3,0
21,16,0,1,1,0,0,0,1,1,1,catch,3,0
21,17,0,1,1,0,0,0,1,1,1,catch,3,0
21,18,0,1,1,0,0,0,1,1,1,catch,3,0
21,19,0,1,1,0,0,0,1,1,1,catch,3,0
21,20,0,1,1,0,0,0,1,1,1,catch,3,0
21,21,0,1,1,0,0,0,1,1,1,catch,3,0
21,22,0,1,1,0,0,0,1,1,1,catch,3,0
21,23,0,1,1,0,0,0,1,1,1,catch,3,0
21,24,0,1,1,0,0,0,1,1,1,catch,3,0
21,25,0,1,1,0,0,0,1,1,1,catch,3,0
21,26,0,1,1,0,0,0,1,1,1,catch,3,0
21,27,0,1,1,0,0,0,1,1,1,catch,3,0
21,28,0,1,1,0,0,0,1,1,1,catch,3,0
21,29,0,1,1,0,0,0,1,1,1,catch,3,0
21,30,0,1,1,0,0,0,1,1,1,catch,3,0
21,31,0,1,1,0,0,0,1,1,1,catch,3,0
21,32,0,1,1,0,0,0,1,1,1,catch,3,0
21,33,0,1,1,0,0,0,1,1,1,catch,3,0
22,1,0,0,1,0,0,1,1,1,1,catch,3,0
22,2,0,0,0,0,0,1,0,0,1,catch,3,0
22,3,0,0,0,0,1,0,1,1,1,catch,3,0
22,4,0,0,0,0,1,0,1,1,1,catch,3,0
22,5,1,0,0,0,1,0,1,1,1,catch,3,1
22,6,1,0,1,0,1,0,1,0,1,catch,3,0
22,7,1,0,1,0,0,0,1,0,1,catch,3,0
22,8,1,0,0,0,0,1,0,0,1,catch,3,0
22,9,1,1,0,0,1,1,1,1,1,catch,3,0
22,10,0,1,0,0,0,0,1,1,1,catch,3,0
22,11,0,1,1,0,0,0,1,1,1,catch,3,0
22,12,0,1,1,0,0,0,1,1,1,catch,3,0
22,13,0,1,1,0,0,0,1,1,1,catch,3,0
22,14,0,1,1,0,0,0,1,1,1,catch,3,0
22,15,0,1,1,0,0,0,1,1,1,catch,3,0
22,16,0,1,1,0,0,0,1,1,1,catch,3,0
22,17,0,1,1,0,0,0,1,1,1,catch,3,0
22,18,0,1,1,0,0,0,1,1,1,catch,3,0
22,19,0,1,1,0,0,0,1,1,1,catch,3,0
22,20,0,1,1,0,0,0,1,1,1,catch,3,0
22,21,0,1,1,0,0,0,1,1,1,catch,3,0
22,22,0,1,1,0,0,0,1,1,1,catch,3,0
22,23,0,1,1,0,0,0,1,1,1,catch,3,0
22,24,0,1,1,0,0,0,1,1,1,catch,3,0
22,25,0,1,1,0,0,0,1,1,1,catch,3,0
22,26,0,1,1,0,0,0,1,1,1,catch,3,0
22,27,0,1,1,0,0,0,1,1,1,catch,3,0
22,28,0,1,1,0,0,0,1,1,1,catch,3,0
22,29,0,1,1,0,0,0,1,1,1,catch,3,0
22,30,0,1,1,0,0,0,1,1,1,catch,3,0
22,31,0,1,1,0,0,0,1,1,1,catch,3,0
22,32,0,1,1,0,0,0,1,1,1,catch,3,0
22,33,0,1,1,0,0,0,1,1,1,catch,3,0
23,1,0,0,1,0,0,1,1,1,1,catch,3,0
23,2,0,0,0,0,0,1,0,0,1,catch,3,0
23,3,0,0,0,0,1,0,1,1,1,catch,3,0
23,4,0,0,0,0,1,0,1,1,1,catch,3,0
23,5,0,0,0,0,1,0,1,1,1,catch,3,0
23,6,1,0,0,0,1,0,1,1,1,catch,3,1
23,7,1,0,1,0,1,0,1,0,1,catch,3,0
23,8,1,0,1,0,0,0,1,0,1,catch,3,0
23,9,1,0,0,0,0,1,0,0,1,catch,3,0
23,10,1,1,0,0,1,1,1,1,1,catch,3,0
23,11,0,1,0,0,0,0,1,1,1,catch,3,0
23,12,0,1,1,0,0,0,1,1,1,catch,3,0
23,13,0,1,1,0,0,0,1,1,1,catch,3,0
23,14,0,1,1,0,0,0,1,1,1,catch,3,0
23,15,0,1,1,0,0,0,1,1,1,catch,3,0
23,16,0,1,1,0,0,0,1,1,1,catch,3,0
23,17,0,1,1,0,0,0,1,1,1,catch,3,0
23,18,0,1,1,0,0,0,1,1,1,catch,3,0
23,19,0,1,1,0,0,0,1,1,1,catch,3,0
23,20,0,1,1,0,0,0,1,1,1,catch,3,0
23,21,0,1,1,0,0,0,1,1,1,catch,3,0
23,22,0,1,1,0,0,0,1,1,1,catch,3,0
23,23,0,1,1,0,0,0,1,1,1,catch,3,0
23,24,0,1,1,0,0,0,1,1,1,catch,3,0
23,25,0,1,1,0,0,0,1,1,1,catch,3,0
23,26,0,1,1,0,0,0,1,1,1,catch,3,0
23,27,0,1,1,0,0,0,1,1,1,catch,3,0
23,28,0,1,1,0,0,0,1,1,1,catch,3,0
23,29,0,1,1,0,0,0,1,1,1,catch,3,0
23,30,0,1,1,0,0,0,1,1,1,catch,3,0
23,31,0,1,1,0,0,0,1,1,1,catch,3,0
23,32,0,1,1,0,0,0,1,1,1,catch,3,0
23,33,0,1,1,0,0,0,1,1,1,catch,3,0
24,1,0,0,1,0,0,1,1,1,1,catch,3,0
24,2,0,0,0,0,0,1,0,0,1,catch,3,0
24,3,0,0,0,0,1,0,1,1,1,catch,3,0
24,4,0,0,0,0,1,0,1,1,1,catch,3,0
24,5,0,0,0,0,1,0,1,1,1,catch,3,0
24,6,0,0,0,0,1,0,1,1,1,catch,3,0
24,7,1,0,0,0,1,0,1,1,1,catch,3,1
24,8,1,0,1,0,1,0,1,0,1,catch,3,0
24,9,1,0,1,0,0,0,1,0,1,catch,3,0
24,10,1,0,0,0,0,1,0,0,1,catch,3,0
24,11,1,1,0,0,1,1,1,1,1,catch,3,0
24,12,0,1,0,0,0,0,1,1,1,catch,3,0
24,13,0,1,1,0,0,0,1,1,1,catch,3,0
24,14,0,1,1,0,0,0,1,1,1,catch,3,0
24,15,0,1,1,0,0,0,1,1,1,catch,3,0
24,16,0,1,1,0,0,0,1,1,1,catch,3,0
24,17,0,1,1,0,0,0,1,1,1,catch,3,0
24,18,0,1,1,0,0,0,1,1,1,catch,3,0
24,19,0,1,1,0,0,0,1,1,1,catch,3,0
24,20,0,1,1,0,0,0,1,1,1,catch,3,0
24,21,0,1,1,0,0,0,1,1,1,catch,3,0
24,22,0,1,1,0,0,0,1,1,1,catch,3,0
24,23,0,1,1,0,0,0,1,1,1,catch,3,0
24,24,0,1,1,0,0,0,1,1,1,catch,3,0
24,25,0,1,1,0,0,0,1,1,1,catch,3,0
24,26,0,1,1,0,0,0,1,1,1,catch,3,0
24,27,0,1,1,0,0,0,1,1,1,catch,3,0
24,28,0,1,1,0,0,0,1,1,1,catch,3,0
24,29,0,1,1,0,0,0,1,1,1,catch,3,0
24,30,0,1,1,0,0,0,1,1,1,catch,3,0
24,31,0,1,1,0,0,0,1,1,1,catch,3,0
24,32,0,1,1,0,0,0,1,1,1,catch,3,0
24,33,0,1,1,0,0,0,1,1,1,catch,3,0
25,1,0,0,1,0,0,1,1,1,1,catch,3,0
25,2,0,0,0,0,0,1,0,0,1,catch,3,0
25,3,0,0,0,0,1,0,1,1,1,catch,3,0
25,4,0,0,0,0,1,0,1,1,1,catch,3,0
25,5,0,0,0,0,1,0,1,1,1,catch,3,0
25,6,0,0,0,0,1,0,1,1,1,catch,3,0
25,7,0,0,0,0,1,0,1,1,1,catch,3,0
25,8,1,0,0,0,1,0,1,1,1,catch,3,1
25,9,1,0,1,0,1,0,1,0,1,catch,3,0
25,10,1,0,1,0,0,0,1,0,1,catch,3,0
25,11,1,0,0,0,0,1,0,0,1,catch,3,0
25,12,1,1,0,0,1,1,1,1,1,catch,3,0
25,13,0,1,0,0,0,0,1,1,1,catch,3,0
25,14,0,1,1,0,0,0,1,1,1,catch,3,0
25,15,0,1,1,0,0,0,1,1,1,catch,3,0
25,16,0,1,1,0,0,0,1,1,1,catch,3,0
25,17,0,1,1,0,0,0,1,1,1,catch,3,0
25,18,0,1,1,0,0,0,1,1,1,catch,3,0
25,19,0,1,1,0,0,0,1,1,1,catch,3,0
25,20,0,1,1,0,0,0,1,1,1,catch,3,0
25,21,0,1,1,0,0,0,1,1,1,catch,3,0
25,22,0,1,1,0,0,0,1,1,1,catch,3,0
25,23,0,1,1,0,0,0,1,1,1,catch,3,0
25,24,0,1,1,0,0,0,1,1,1,catch,3,0
25,25,0,1,1,0,0,0,1,1,1,catch,3,0
25,26,0,1,1,0,0,0,1,1,1,catch,3,0
25,27,0,1,1,0,0,0,1,1,1,catch,3,0
25,28,0,1,1,0,0,0,1,1,1,catch,3,0
25,29,0,1,1,0,0,0,1,1,1,catch,3,0
25,30,0,1,1,0,0,0,1,1,1,catch,3,0
25,31,0,1,1,0,0,0,1,1,1,catch,3,0
25,32,0,1,1,0,0,0,1,1,1,catch,3,0
25,33,0,1,1,0,0,0,1,1,1,catch,3,0
26,1,0,0,1,0,0,1,1,1,1,catch,3,0
26,2,0,0,0,0,0,1,0,0,1,catch,3,0
26,3,0,0,0,0,1,0,1,1,1,catch,3,0
26,4,0,0,0,0,1,0,1,1,1,catch,3,0
26,5,0,0,0,0,1,0,1,1,1,catch,3,0
26,6,0,0,0,0,1,0,1,1,1,catch,3,0
26,7,0,0,0,0,1,0,1,1,1,catch,3,0
26,8,0,0,0,0,1,0,1,1,1,catch,3,0
26,9,1,0,0,0,1,0,1,1,1,catch,3,1
26,10,1,0,1,0,1,0,1,0,1,catch,3,0
26,11,1,0,1,0,0,0,1,0,1,catch,3,0
26,12,1,0,0,0,0,1,0,0,1,catch,3,0
26,13,1,1,0,0,1,1,1,1,1,catch,3,0
26,14,0,1,0,0,0,0,1,1,1,catch,3,0
26,15,0,1,1,0,0,0,1,1,1,catch,3,0
26,16,0,1,1,0,0,0,1,1,1,catch,3,0
26,17,0,1,1,0,0,0,1,1,1,catch,3,0
26,18,0,1,1,0,0,0,1,1,1,catch,3,0
26,19,0,1,1,0,0,0,1,1,1,catch,3,0
26,20,0,1,1,0,0,0,1,1,1,catch,3,0
26,21,0,1,1,0,0,0,1,1,1,catch,3,0
26,22,0,1,1,0,0,0,1,1,1,catch,3,0
26,23,0,1,1,0,0,0,1,1,1,catch,3,0
26,24,0,1,1,0,0,0,1,1,1,catch,3,0
26,25,0,1,1,0,0,0,1,1,1,catch,3,0
26,26,0,1,1,0,0,0,1,1,1,catch,3,0
26,27,0,1,1,0,0,0,1,1,1,catch,3,0
26,28,0,1,1,0,0,0,1,1,1,catch,3,0
26,29,0,1,1,0,0,0,1,1,1,catch,3,0
26,30,0,1,1,0,0,0,1,1,1,catch,3,0
26,31,0,1,1,0,0,0,1,1,1,catch,3,0
26,32,0,1,1,0,0,0,1,1,1,catch,3,0
26,33,0,1,1,0,0,0,1,1,1,catch,3,0
27,1,0,0,1,0,0,1,1,1,1,catch,3,0
27,2,0,0,0,0,0,1,0,0,1,catch,3,0
27,3,0,0,0,0,1,0,1,1,1,catch,3,0
27,4,0,0,0,0,1,0,1,1,1,catch,3,0
27,5,0,0,0,0,1,0,1,1,1,catch,3,0
27,6,0,0,0,0,1,0,1,1,1,catch,3,0
27,7,0,0,0,0,1,0,1,1,1,catch,3,0
27,8,0,0,0,0,1,0,1,1,1,catch,3,0
27,9,0,0,0,0,1,0,1,1,1,catch,3,0
27,10,1,0,0,0,1,0,1,1,1,catch,3,1
27,11,1,0,1,0,1,0,1,0,1,catch,3,0
27,12,1,0,1,0,0,0,1,0,1,catch,3,0
27,13,1,0,0,0,0,1,0,0,1,catch,3,0
27,14,1,1,0,0,1,1,1,1,1,catch,3,0
27,15,0,1,0,0,0,0,1,1,1,catch,3,0
27,16,0,1,1,0,0,0,1,1,1,catch,3,0
27,17,0,1,1,0,0,0,1,1,1,catch,3,0
27,18,0,1,1,0,0,0,1,1,1,catch,3,0
27,19,0,1,1,0,0,0,1,1,1,catch,3,0
27,20,0,1,1,0,0,0,1,1,1,catch,3,0
27,21,0,1,1,0,0,0,1,1,1,catch,3,0
27,22,0,1,1,0,0,0,1,1,1,catch,3,0
27,23,0,1,1,0,0,0,1,1,1,catch,3,0
27,24,0,1,1,0,0,0,1,1,1,catch,3,0
27,25,0,1,1,0,0,0,1,1,1,catch,3,0
27,26,0,1,1,0,0,0,1,1,1,catch,3,0
27,27,0,1,1,0,0,0,1,1,1,catch,3,0
27,28,0,1,1,0,0,0,1,1,1,catch,3,0
27,29,0,1,1,0,0,0,1,1,1,catch,3,0
27,30,0,1,1,0,0,0,1,1,1,catch,3,0
27,31,0,1,1,0,0,0,1,1,1,catch,3,0
27,32,0,1,1,0,0,0,1,1,1,catch,3,0
27,33,0,1,1,0,0,0,1,1,1,catch,3,0
28,1,0,0,1,0,0,1,1,1,1,catch,3,0
28,2,0,0,0,0,0,1,0,0,1,catch,3,0
28,3,0,0,0,0,1,0,1,1,1,catch,3,0
28,4,0,0,0,0,1,0,1,1,1,catch,3,0
28,5,0,0,0,0,1,0,1,1,1,catch,3,0
28,6,0,0,0,0,1,0,1,1,1,catch,3,0
28,7,0,0,0,0,1,0,1,1,1,catch,3,0
28,8,0,0,0,0,1,0,1,1,1,catch,3,0
28,9,0,0,0,0,1,0,1,1,1,catch,3,0
28,10,0,0,0,0,1,0,1,1,1,catch,3,0
28,11,1,0,0,0,1,0,1,1,1,catch,3,1
28,12,1,0,1,0,1,0,1,0,1,catch,3,0
28,13,1,0,1,0,0,0,1,0,1,catch,3,0
28,14,1,0,0,0,0,1,0,0,1,catch,3,0
28,15,1,1,0,0,1,1,1,1,1,catch,3,0
